spectrum_id,mineral_id,source,instrument,sample_name
SPC-001609,19,RELAB,UNKNOWN,1101s551
SPC-001610,19,RELAB,UNKNOWN,1101s552
SPC-001611,19,RELAB,UNKNOWN,1101s553
SPC-001612,19,RELAB,UNKNOWN,1101s554
SPC-001613,19,RELAB,UNKNOWN,1101s555
SPC-001614,19,RELAB,UNKNOWN,bir1cb063a
SPC-001615,19,RELAB,UNKNOWN,bir1cb064a
SPC-001616,19,RELAB,UNKNOWN,bir1cb065a
SPC-001617,19,RELAB,UNKNOWN,bir1cb077a
SPC-001618,19,RELAB,UNKNOWN,bir1cb078a
SPC-001619,19,RELAB,UNKNOWN,bir1jb549
SPC-001620,19,RELAB,UNKNOWN,bir1jb550
SPC-001621,19,RELAB,UNKNOWN,bir1jb825
SPC-001622,19,RELAB,UNKNOWN,bir1jb826
SPC-001623,19,RELAB,UNKNOWN,bir1jb827
SPC-001624,19,RELAB,UNKNOWN,bir1jbe57a
SPC-001625,19,RELAB,UNKNOWN,bir1jbe57b
SPC-001626,19,RELAB,UNKNOWN,bir1jbe57c
SPC-001627,19,RELAB,UNKNOWN,bir1jbe57d
SPC-001628,19,RELAB,UNKNOWN,bir1jbe57e
SPC-001629,19,RELAB,UNKNOWN,bir1jbe57f
SPC-001630,19,RELAB,UNKNOWN,bir1jbe58a
SPC-001631,19,RELAB,UNKNOWN,bir1jbe58b
SPC-001632,19,RELAB,UNKNOWN,bir1jbe58c
SPC-001633,19,RELAB,UNKNOWN,bir1jbe58d
SPC-001634,19,RELAB,UNKNOWN,bir1jbe58e
SPC-001635,19,RELAB,UNKNOWN,bir1jbe58f
SPC-001636,19,RELAB,UNKNOWN,bir2cb099
SPC-001637,19,RELAB,UNKNOWN,bkr1jb549
SPC-001638,19,RELAB,UNKNOWN,bkr1jb550
SPC-001639,19,RELAB,UNKNOWN,bnr1cb099
SPC-001640,19,RELAB,UNKNOWN,c1cy05
SPC-001641,19,RELAB,UNKNOWN,c1fb13
SPC-001642,19,RELAB,UNKNOWN,c1gr01
SPC-001643,19,RELAB,UNKNOWN,c1hm01
SPC-001644,19,RELAB,UNKNOWN,c1hm02
SPC-001645,19,RELAB,UNKNOWN,c1jb290
SPC-001646,19,RELAB,UNKNOWN,c1jb825
SPC-001647,19,RELAB,UNKNOWN,c1jb826
SPC-001648,19,RELAB,UNKNOWN,c1jb827
SPC-001649,19,RELAB,UNKNOWN,c1jbe57a
SPC-001650,19,RELAB,UNKNOWN,c1jbe57b
SPC-001651,19,RELAB,UNKNOWN,c1jbe57c
SPC-001652,19,RELAB,UNKNOWN,c1jbe57d
SPC-001653,19,RELAB,UNKNOWN,c1jbe57e
SPC-001654,19,RELAB,UNKNOWN,c1jbe57f
SPC-001655,19,RELAB,UNKNOWN,c1jbe58a
SPC-001656,19,RELAB,UNKNOWN,c1jbe58b
SPC-001657,19,RELAB,UNKNOWN,c1jbe58c
SPC-001658,19,RELAB,UNKNOWN,c1jbe58d
SPC-001659,19,RELAB,UNKNOWN,c1jbe58e
SPC-001660,19,RELAB,UNKNOWN,c1jbe58f
SPC-001661,19,RELAB,UNKNOWN,c1jt102
SPC-001662,19,RELAB,UNKNOWN,c1jt103
SPC-001663,19,RELAB,UNKNOWN,c1jt104
SPC-001664,19,RELAB,UNKNOWN,c1jt105
SPC-001665,19,RELAB,UNKNOWN,c2fb13
SPC-001666,19,RELAB,UNKNOWN,c2jb290
SPC-001667,19,RELAB,UNKNOWN,c2jb539
SPC-001668,19,RELAB,UNKNOWN,c2jb549
SPC-001669,19,RELAB,UNKNOWN,c2jb550
SPC-001670,19,RELAB,UNKNOWN,c2jb552
SPC-001671,19,RELAB,UNKNOWN,c2jb554
SPC-001672,19,RELAB,UNKNOWN,c2jt105
SPC-001673,19,RELAB,UNKNOWN,caca10
SPC-001674,19,RELAB,UNKNOWN,cacb09
SPC-001675,19,RELAB,UNKNOWN,cacb10
SPC-001676,19,RELAB,UNKNOWN,cacb11
SPC-001677,19,RELAB,UNKNOWN,cacb12
SPC-001678,19,RELAB,UNKNOWN,cacb13
SPC-001679,19,RELAB,UNKNOWN,cacb63
SPC-001680,19,RELAB,UNKNOWN,cacb64
SPC-001681,19,RELAB,UNKNOWN,cacb65
SPC-001682,19,RELAB,UNKNOWN,cacb77
SPC-001683,19,RELAB,UNKNOWN,cacb78
SPC-001684,19,RELAB,UNKNOWN,caec04
SPC-001685,19,RELAB,UNKNOWN,cbcb09
SPC-001686,19,RELAB,UNKNOWN,cbcb12
SPC-001687,19,RELAB,UNKNOWN,cbcb13
SPC-001688,19,RELAB,UNKNOWN,kacb09a
SPC-001689,19,RELAB,UNKNOWN,kacb09b
SPC-001690,19,RELAB,UNKNOWN,kacb10a
SPC-001691,19,RELAB,UNKNOWN,kacb11a
SPC-001692,19,RELAB,UNKNOWN,kacb12a
SPC-001693,19,RELAB,UNKNOWN,kacb12b
SPC-001694,19,RELAB,UNKNOWN,kacb13a
SPC-001695,19,RELAB,UNKNOWN,kacb13b
SPC-001696,19,RELAB,UNKNOWN,loff549
SPC-001697,19,RELAB,UNKNOWN,loff550
SPC-001698,19,RELAB,UNKNOWN,m1ca10
SPC-001699,19,RELAB,UNKNOWN,nagr01
SPC-001700,19,RELAB,UNKNOWN,off549
SPC-001701,19,RELAB,UNKNOWN,off550
SPC-001702,19,RELAB,UNKNOWN,off552
SPC-001703,19,RELAB,UNKNOWN,off554
SPC-001704,20,RELAB,UNKNOWN,bfr1cb017a
SPC-001705,20,RELAB,UNKNOWN,bir1jb608j
SPC-001706,20,RELAB,UNKNOWN,bir1jb608k
SPC-001707,20,RELAB,UNKNOWN,bir1jb608l
SPC-001708,20,RELAB,UNKNOWN,bir1jb608m
SPC-001709,20,RELAB,UNKNOWN,bir1jb779
SPC-001710,20,RELAB,UNKNOWN,bir1jbe61a
SPC-001711,20,RELAB,UNKNOWN,bir1jbe61b
SPC-001712,20,RELAB,UNKNOWN,bir1jbe61c
SPC-001713,20,RELAB,UNKNOWN,bir1jbe61d
SPC-001714,20,RELAB,UNKNOWN,bir1jbe61e
SPC-001715,20,RELAB,UNKNOWN,bir1jbe61f
SPC-001716,20,RELAB,UNKNOWN,bir1jbe72
SPC-001717,20,RELAB,UNKNOWN,bir1jbe73
SPC-001718,20,RELAB,UNKNOWN,bir1jbe74
SPC-001719,20,RELAB,UNKNOWN,bir1jbe75
SPC-001720,20,RELAB,UNKNOWN,bir1jbe76
SPC-001721,20,RELAB,UNKNOWN,bir1jbe77
SPC-001722,20,RELAB,UNKNOWN,bir1mg028
SPC-001723,20,RELAB,UNKNOWN,bir1mg029
SPC-001724,20,RELAB,UNKNOWN,bir1mg032
SPC-001725,20,RELAB,UNKNOWN,bir1mg033
SPC-001726,20,RELAB,UNKNOWN,bir1mg034
SPC-001727,20,RELAB,UNKNOWN,bir1mg038
SPC-001728,20,RELAB,UNKNOWN,bir1mg039
SPC-001729,20,RELAB,UNKNOWN,bir1mg040
SPC-001730,20,RELAB,UNKNOWN,bir1mg043
SPC-001731,20,RELAB,UNKNOWN,bir1mg044
SPC-001732,20,RELAB,UNKNOWN,bir1mg045
SPC-001733,20,RELAB,UNKNOWN,bir1mg046
SPC-001734,20,RELAB,UNKNOWN,bir1mg047
SPC-001735,20,RELAB,UNKNOWN,bir1mg048
SPC-001736,20,RELAB,UNKNOWN,bir1mg049
SPC-001737,20,RELAB,UNKNOWN,bir1mg050
SPC-001738,20,RELAB,UNKNOWN,bir1mg051
SPC-001739,20,RELAB,UNKNOWN,bir1mg052
SPC-001740,20,RELAB,UNKNOWN,bir1mg053
SPC-001741,20,RELAB,UNKNOWN,bir1mg054
SPC-001742,20,RELAB,UNKNOWN,bir1mg055
SPC-001743,20,RELAB,UNKNOWN,bir1mg056
SPC-001744,20,RELAB,UNKNOWN,bir1mg057
SPC-001745,20,RELAB,UNKNOWN,bir1mg058
SPC-001746,20,RELAB,UNKNOWN,bir2jbe61a
SPC-001747,20,RELAB,UNKNOWN,bir2jbe61b
SPC-001748,20,RELAB,UNKNOWN,bir2jbe61c
SPC-001749,20,RELAB,UNKNOWN,bir2jbe61d
SPC-001750,20,RELAB,UNKNOWN,bir2jbe61e
SPC-001751,20,RELAB,UNKNOWN,bir2jbe61f
SPC-001752,20,RELAB,UNKNOWN,bmr1cb017a
SPC-001753,20,RELAB,UNKNOWN,c1cy07
SPC-001754,20,RELAB,UNKNOWN,c1jb608j
SPC-001755,20,RELAB,UNKNOWN,c1jb608k
SPC-001756,20,RELAB,UNKNOWN,c1jb608l
SPC-001757,20,RELAB,UNKNOWN,c1jb608m
SPC-001758,20,RELAB,UNKNOWN,c1jb779
SPC-001759,20,RELAB,UNKNOWN,c1jbe61a
SPC-001760,20,RELAB,UNKNOWN,c1jbe61b
SPC-001761,20,RELAB,UNKNOWN,c1jbe61c
SPC-001762,20,RELAB,UNKNOWN,c1jbe61d
SPC-001763,20,RELAB,UNKNOWN,c1jbe61e
SPC-001764,20,RELAB,UNKNOWN,c1jbe61f
SPC-001765,20,RELAB,UNKNOWN,c1jbe72
SPC-001766,20,RELAB,UNKNOWN,c1jbe73
SPC-001767,20,RELAB,UNKNOWN,c1jbe74
SPC-001768,20,RELAB,UNKNOWN,c1jbe75
SPC-001769,20,RELAB,UNKNOWN,c1jbe76
SPC-001770,20,RELAB,UNKNOWN,c1jbe77
SPC-001771,20,RELAB,UNKNOWN,c1mg28
SPC-001772,20,RELAB,UNKNOWN,c1mg29
SPC-001773,20,RELAB,UNKNOWN,c1mg32
SPC-001774,20,RELAB,UNKNOWN,c1mg33
SPC-001775,20,RELAB,UNKNOWN,c1mg34
SPC-001776,20,RELAB,UNKNOWN,c1mg38
SPC-001777,20,RELAB,UNKNOWN,c1mg39
SPC-001778,20,RELAB,UNKNOWN,c1mg40
SPC-001779,20,RELAB,UNKNOWN,c1mg43
SPC-001780,20,RELAB,UNKNOWN,c1mg44
SPC-001781,20,RELAB,UNKNOWN,c1mg45
SPC-001782,20,RELAB,UNKNOWN,c1mg46
SPC-001783,20,RELAB,UNKNOWN,c1mg47
SPC-001784,20,RELAB,UNKNOWN,c1mg48
SPC-001785,20,RELAB,UNKNOWN,c1mg49
SPC-001786,20,RELAB,UNKNOWN,c1mg50
SPC-001787,20,RELAB,UNKNOWN,c1mg51
SPC-001788,20,RELAB,UNKNOWN,c1mg52
SPC-001789,20,RELAB,UNKNOWN,c1mg53
SPC-001790,20,RELAB,UNKNOWN,c1mg54
SPC-001791,20,RELAB,UNKNOWN,c1mg55
SPC-001792,20,RELAB,UNKNOWN,c1mg56
SPC-001793,20,RELAB,UNKNOWN,c1mg57
SPC-001794,20,RELAB,UNKNOWN,c1mg58
SPC-001795,20,RELAB,UNKNOWN,cacb03
SPC-001796,20,RELAB,UNKNOWN,cacb17
SPC-001797,20,RELAB,UNKNOWN,camg06
SPC-001798,20,RELAB,UNKNOWN,cbcb03
SPC-001799,20,RELAB,UNKNOWN,cbcc05
SPC-001800,20,RELAB,UNKNOWN,kacb03a
SPC-001801,20,RELAB,UNKNOWN,kacb03b
SPC-001802,20,RELAB,UNKNOWN,n1cc05a
SPC-001803,20,RELAB,UNKNOWN,n1cc05c
